declaration_id,governor,administration,governor_key,collection_id,record_id,document_type,eo_number,year,date_signed,event_description,subject,is_emergency_action,action_type,weather_related,weather_hazards,external_assistance_only,format,archive_record_url,document_url,source
VA-KAINE-EO-49-2007,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828062705756,Executive Order,EO-49,2007,2007-04-16,Executive Order 49 (2007) Declaration of a State of Emergency for the Commonwealth of Virginia Due to Shootings at Virginia Tech.,Declaration of a State of Emergency for the Commonwealth of Virginia Due to Shootings at Virginia Tech,True,declaration,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828062705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565071,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-101-2009,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828062405756,Executive Order,EO-101,2009,2009-11-13,Executive Order 101 (2009) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Weather Event throughout the Commonwealth.,Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Weather Event throughout the Commonwealth,True,declaration,False,,False,6 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828062405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564573,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-35-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828062305756,Executive Order,EO-35,2006,2006-09-12,Executive Order 35 (2006) Establishing the Office of Telework Promotion and Broadband Assistance.,Establishing the Office of Telework Promotion and Broadband Assistance,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828062305756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565074,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-88-2009,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828062005756,Executive Order,EO-88,2009,2009-07-30,Executive Order 88 (2009) Continuing the Virginia Citizen-Soldier Support Council.,Continuing the Virginia Citizen-Soldier Support Council,False,modification_or_extension,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828062005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564576,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-51-2007,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828061905756,Executive Order,EO-51,2007,2007-05-18,Executive Order 51 (2007) Continuing Certain Executive Orders.,Continuing Certain Executive Orders,False,modification_or_extension,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828061905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565092,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-84-2009,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828061605756,Executive Order,EO-84,2009,2009-07-01,Executive Order 84 (2009) Continuing Certain Declarations of State of Emergency.,Continuing Certain Declarations of State of Emergency,True,modification_or_extension,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828061605756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564601,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-37-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828061505756,Executive Order,EO-37,2006,2006-10-10,Executive Order 37 (2006) Transportation Accountability Commission.,Transportation Accountability Commission,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828061505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565095,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-30-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828061305756,Executive Order,EO-30,2006,2006-07-20,Executive Order 30 (2006) State Interoperability Executive Committee.,State Interoperability Executive Committee,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828061305756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565185,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-78-2008,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828061205756,Executive Order,EO-78,2008,2008-10-07,Executive Order 78 (2008) Designation of Housing Credit Agency under the Federal Tax Reform Act of 1986.,Designation of Housing Credit Agency under the Federal Tax Reform Act of 1986,False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828061205756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564606,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-21-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828061105756,Executive Order,EO-21,2006,2006-06-16,Executive Order 21 (2006) Continuation of the Virginia Coastal Zone Management Program.,Continuation of the Virginia Coastal Zone Management Program,False,modification_or_extension,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828061105756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565104,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-79-2008,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828061005756,Executive Order,EO-79,2008,2008-10-24,Executive Order 79 (2008) Continuing the Statewide Agencies Radio System (STARS).,Continuing the Statewide Agencies Radio System (STARS),False,modification_or_extension,False,,False,5 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828061005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564657,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-3-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828060905756,Executive Order,EO-3,2006,2006-01-14,Executive Order 3 (2006) Continuing the Civil Rights Memorial Commission.,Continuing the Civil Rights Memorial Commission,False,modification_or_extension,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828060905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565194,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-27-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828060805756,Executive Order,EO-27,2006,2006-06-30,"Executive Order 27 (2006) Declaration of a State of Emergency for the Commonwealth of Virginia Due to Significant Flooding, Transportation Impacts, Mudslides, and Continued Flash Flood Warnings Due to Extensive Rainfall Beginning June 23, 2006 from a Severe Tropical Weather System.","Declaration of a State of Emergency for the Commonwealth of Virginia Due to Significant Flooding, Transportation Impacts, Mudslides, and Continued Flash Flood Warnings Due to Extensive Rainfall Beginning June 23, 2006 from a Severe Tropical Weather System",True,declaration,True,flood; landslide; rain,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828060805756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565107,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-12-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828060705756,Executive Order,EO-12,2006,2006-06-02,"Executive Order 12 (2006) State Employee Fraud, Waste, and Abuse Hotline.","State Employee Fraud, Waste, and Abuse Hotline",False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828060705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565110,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-2-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828060605756,Executive Order,EO-2,2006,2006-01-14,Executive Order 2 (2006) Community Integration for Virginians with Disabilities.,Community Integration for Virginians with Disabilities,False,other,False,,False,5 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828060605756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565197,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-85-2009,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828060505756,Executive Order,EO-85,2009,2009-07-30,Executive Order 85 (2009) Use of the Virginia Workforce Network for Jobs Resulting from the American Recovery and Reinvestment Act of 2009 and those being Recruited by Virginia State Agencies.,Use of the Virginia Workforce Network for Jobs Resulting from the American Recovery and Reinvestment Act of 2009 and those being Recruited by Virginia State Agencies,False,other,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828060505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564660,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-13-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828060405756,Executive Order,EO-13,2006,2006-06-02,Executive Order 13 (2006) The Governor's Commission on Community and National Service.,The Governor's Commission on Community and National Service,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828060405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565128,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-31-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828060305756,Executive Order,EO-31,2006,2006-07-20,Executive Order 31 (2006) Health Reform Commission.,Health Reform Commission,False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828060305756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565206,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-81-2009,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828060205756,Executive Order,EO-81,2009,2009-03-04,Executive Order 81 (2009) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Weather Event throughout the Commonwealth.,Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Weather Event throughout the Commonwealth,True,declaration,True,winter weather,False,6 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828060205756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564687,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-26-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828060105756,Executive Order,EO-26,2006,2006-06-23,Executive Order 26 (2006) Continuing Certain Emergency Declarations Due to Disasters in the Commonwealth.,Continuing Certain Emergency Declarations Due to Disasters in the Commonwealth,True,modification_or_extension,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828060105756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565131,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-17-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828060005756,Executive Order,EO-17,2006,2006-06-02,Executive Order 17 (2006) Designation of Housing Credit Agency under the Federal Tax Reform Act of 1986.,Designation of Housing Credit Agency under the Federal Tax Reform Act of 1986,False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828060005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565209,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-87-2009,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828059905756,Executive Order,EO-87,2009,2009-07-30,Executive Order 87 (2009) Continuing Virginia's Interagency Anti-Gang Workgroup.,Continuing Virginia's Interagency Anti-Gang Workgroup,False,modification_or_extension,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828059905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564691,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-20-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828059805756,Executive Order,EO-20,2006,2006-06-16,"Executive Order 20 (2006) Assigning Responsibility for Participation in the Federal ""Superfund"" Program.","Assigning Responsibility for Participation in the Federal ""Superfund"" Program",False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828059805756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565134,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-41-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828059705756,Executive Order,EO-41,2006,2006-10-26,Executive Order 41 (2006) Banning Smoking in State Offices and Vehicles.,Banning Smoking in State Offices and Vehicles,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828059705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565218,Library of Virginia Executive Orders Digital Collection
VA-KAINE-EO-36-2006,Timothy M. Kaine,2006-2010,kaine,81116276830005756,alma9917828059605756,Executive Order,EO-36,2006,2006-09-20,Executive Order 36 (2006) Development and Review of Regulations Proposed by State Agencies.,Development and Review of Regulations Proposed by State Agencies,False,other,False,,False,9 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917828059605756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565146,Library of Virginia Executive Orders Digital Collection
